380,0.01
385,0.06
390,0.26
395,1.15
400,4.47
405,11.98
410,19.89
415,20.24
420,14.39
425,8.95
430,5.78
435,4.65
440,4.86
445,5.78
450,6.97
455,8.10
460,9.05
465,9.82
470,10.52
475,11.21
480,11.87
485,12.50
490,12.98
495,13.23
500,13.30
505,13.21
510,13.05
515,12.88
520,12.74
525,12.68
530,12.70
535,12.77
540,12.91
545,13.04
550,13.16
555,13.26
560,13.35
565,13.42
570,13.52
575,13.64
580,13.83
585,14.07
590,14.42
595,14.82
600,15.26
605,15.64
610,16.03
615,16.40
620,16.67
625,16.88
630,16.93
635,16.85
640,16.62
645,16.23
650,15.72
655,15.07
660,14.31
665,13.45
670,12.57
675,11.64
680,10.69
685,9.78
690,8.87
695,8.00
700,7.17
705,6.37
710,5.65
715,5.01
720,4.42
725,3.88
730,3.39
735,2.95
740,2.58
745,2.24
750,1.95
755,1.70
760,1.47
765,1.30
770,1.10
775,0.96
780,0.84
