380,0.00
385,0.01
390,0.01
395,0.02
400,0.04
405,0.07
410,0.15
415,0.28
420,0.53
425,0.92
430,1.54
435,2.52
440,4.16
445,6.39
450,7.89
455,7.57
460,6.25
465,5.16
470,4.37
475,3.84
480,3.70
485,3.88
490,4.26
495,4.79
500,5.41
505,6.05
510,6.70
515,7.34
520,7.98
525,8.64
530,9.31
535,10.02
540,10.76
545,11.53
550,12.38
555,13.28
560,14.23
565,15.20
570,16.20
575,17.19
580,18.14
585,19.02
590,19.78
595,20.38
600,20.80
605,21.00
610,20.97
615,20.71
620,20.23
625,19.56
630,18.76
635,17.82
640,16.78
645,15.66
650,14.49
655,13.31
660,12.15
665,11.02
670,9.95
675,8.93
680,7.98
685,7.10
690,6.30
695,5.57
700,4.89
705,4.26
710,3.72
715,3.25
720,2.83
725,2.47
730,2.15
735,1.87
740,1.63
745,1.42
750,1.25
755,1.10
760,0.97
765,0.86
770,0.76
775,0.68
780,0.61
