380,0.00
385,0.00
390,0.01
395,0.02
400,0.05
405,0.11
410,0.25
415,0.56
420,1.20
425,2.37
430,4.24
435,7.17
440,12.11
445,17.70
450,18.87
455,14.58
460,9.90
465,7.53
470,6.02
475,5.11
480,5.17
485,5.82
490,6.77
495,7.88
500,8.94
505,9.82
510,10.52
515,11.06
520,11.51
525,11.93
530,12.37
535,12.83
540,13.31
545,13.79
550,14.26
555,14.68
560,15.08
565,15.42
570,15.72
575,15.97
580,16.18
585,16.37
590,16.50
595,16.55
600,16.50
605,16.32
610,16.00
615,15.54
620,14.96
625,14.27
630,13.48
635,12.62
640,11.71
645,10.78
650,9.85
655,8.93
660,8.04
665,7.20
670,6.42
675,5.69
680,5.02
685,4.42
690,3.88
695,3.39
700,2.95
705,2.56
710,2.22
715,1.92
720,1.65
725,1.43
730,1.23
735,1.06
740,0.91
745,0.78
750,0.68
755,0.58
760,0.50
765,0.43
770,0.37
775,0.32
780,0.28
