380,0.00
385,0.01
390,0.01
395,0.03
400,0.07
405,0.16
410,0.35
415,0.78
420,1.67
425,3.30
430,5.94
435,9.92
440,16.15
445,25.15
450,32.34
455,31.18
460,23.46
465,16.39
470,12.08
475,9.08
480,7.21
485,6.48
490,6.49
495,7.05
500,8.10
505,9.45
510,10.88
515,12.22
520,13.38
525,14.29
530,14.98
535,15.48
540,15.81
545,16.01
550,16.10
555,16.13
560,16.10
565,15.98
570,15.77
575,15.50
580,15.15
585,14.76
590,14.31
595,13.79
600,13.22
605,12.59
610,11.91
615,11.20
620,10.47
625,9.73
630,9.00
635,8.27
640,7.57
645,6.90
650,6.25
655,5.65
660,5.08
665,4.55
670,4.06
675,3.61
680,3.22
685,2.86
690,2.54
695,2.26
700,2.00
705,1.75
710,1.54
715,1.36
720,1.20
725,1.05
730,0.93
735,0.82
740,0.72
745,0.64
750,0.56
755,0.49
760,0.44
765,0.39
770,0.35
775,0.31
780,0.27
