380,0.00
385,0.00
390,0.00
395,0.01
400,0.02
405,0.05
410,0.11
415,0.24
420,0.50
425,0.96
430,1.71
435,2.82
440,4.71
445,7.87
450,10.56
455,10.24
460,7.94
465,6.25
470,5.23
475,4.36
480,4.00
485,4.17
490,4.59
495,5.21
500,5.96
505,6.72
510,7.44
515,8.11
520,8.74
525,9.39
530,10.06
535,10.75
540,11.49
545,12.25
550,13.05
555,13.86
560,14.70
565,15.50
570,16.28
575,17.00
580,17.69
585,18.31
590,18.83
595,19.24
600,19.51
605,19.59
610,19.48
615,19.19
620,18.72
625,18.10
630,17.34
635,16.47
640,15.51
645,14.49
650,13.42
655,12.33
660,11.26
665,10.24
670,9.25
675,8.30
680,7.42
685,6.60
690,5.85
695,5.17
700,4.55
705,3.99
710,3.49
715,3.04
720,2.65
725,2.31
730,2.01
735,1.75
740,1.52
745,1.32
750,1.15
755,1.00
760,0.87
765,0.76
770,0.67
775,0.59
780,0.52
